message,reaction
"bless me ! "" said he "" all the world seems to have a design against my head this morning "" : and so saying he threw himself sulkily into his easy chair; but oh dear ! the needle ran into him; and this time the pain was not in his head .",anger
he now flew into a very great passion and suspecting the company who had come in the night before he went to look after them but they were all off; so he swore that he never again would take in such a troop of vagabonds who ate a great deal paid no reckoning and gave him nothing for his trouble but their apish tricks .,anger
then he was very angry and went without his supper to bed; but when he laid his head on the pillow the pin ran into his cheek : at this he became quite furious and jumping up would have run out of the house; but when he came to the door the millstone fell down on his head and killed him on the spot .,anger
then chanticleer was very sorry and cried bitterly; and all the beasts came and wept with him over poor partlet .,sadness
then a stone who saw what had happened came up and kindly offered to help poor chanticleer by laying himself across the stream; and this time he got safely to the other side with the hearse and managed to get partlet out of it; but the fox and the other mourners who were sitting behind were too heavy and fell back into the water and were all carried away by the stream and drowned .,sadness
then he sat down by the grave and wept and mourned till at last he died too; and so all were dead .,sadness
there was once upon a time a soldier who for many years had served the king faithfully but when the war came to an end could serve no longer because of the many wounds which he had received .,sadness
then the soldier did not know how to earn a living went away greatly troubled and walked the whole day until in the evening he entered a forest .,sadness
"oho ! "" she answered "" who gives anything to a run away soldier ?",anger
he found the blue light and made her a signal to draw him up again .,joy
the witch fell into a passion let him fall again into the well and went away .,anger
he sat for a while very sorrowfully then suddenly he felt in his pocket and found his tobacco pipe which was still half full .,sadness
"this shall be my last pleasure "" thought he pulled it out lit it at the blue light and began to smoke .",sadness
"when the smoke had circled about the cavern suddenly a little black dwarf stood before him and said : "" lord what are your commands ?",surprise
"what my commands are ? "" replied the soldier quite astonished .",surprise
"good "" said the soldier; "" then in the first place help me out of this well .",joy
on the way the dwarf showed him the treasures which the witch had collected and hidden there and the soldier took as much gold as he could carry .,joy
"when he was above he said to the little man : "" now go and bind the old witch and carry her before the judge .",joy
"it is all done "" said he "" and the witch is already hanging on the gallows .",joy
"at this moment none "" answered the soldier; "" you can return home only be at hand immediately if i summon you .",joy
thereupon he vanished from his sight .,surprise
the soldier returned to the town from which he come .,joy
he went to the best inn ordered himself handsome clothes and then bade the landlord furnish him a room as handsome as possible .,joy
"when it was ready and the soldier had taken possession of it he summoned the little black manikin and said : "" i have served the king faithfully but he has dismissed me and left me to hunger and now i want to take my revenge .",anger
"late at night when the king "" s daughter is in bed bring her here in her sleep she shall do servant "" s work for me .",anger
"aha ! are you there ? "" cried the soldier "" get to your work at once !",anger
fetch the broom and sweep the chamber .,anger
"when she had done this he ordered her to come to his chair and then he stretched out his feet and said : "" pull off my boots "" and then he threw them in her face and made her pick them up again and clean and brighten them .",anger
she however did everything he bade her without opposition silently and with halfshut eyes .,sadness
"do what i bid you "" replied the soldier and again this third night the princess was obliged to work like a servant but before she went away she hid her shoe under the bed .",anger
and now loaded with chains he was standing at the window of his dungeon when he chanced to see one of his comrades passing by .,surprise
"the soldier tapped at the pane of glass and when this man came up said to him : "" be so kind as to fetch me the small bundle i have left lying in the inn and i will give you a ducat for doing it .",surprise
his comrade ran thither and brought him what he wanted .,joy
as soon as the soldier was alone again he lighted his pipe and summoned the black manikin .,joy
"have no fear "" said the latter to his master .",joy
go wheresoever they take you and let them do what they will only take the blue light with you .,joy
"what is it ? "" asked the king .",anger
"you may smoke three "" answered the king "" but do not imagine that i will spare your life .",anger
strike down to earth that false judge there and his constable and spare not the king who has treated me so ill .,anger
then the manikin fell on them like lightning darting this way and that way and whosoever was so much as touched by his cudgel fell to earth and did not venture to stir again .,anger
"a shepherd "" s dog had a master who took no care of him but often let him suffer the greatest hunger .",sadness
at last he could bear it no longer; so he took to his heels and off he ran in a very sad and sorrowful mood .,sadness
"on the road he met a sparrow that said to him "" why are you so sad my friend ?",sadness
"because "" said the dog "" i am very very hungry and have nothing to eat .",sadness
then the dog snapped it up and scrambled away with it into a corner where he soon ate it all up .,joy
"when the dog had eaten this too the sparrow said to him "" well my good friend have you had enough now ?",joy
"i have had plenty of meat "" answered he "" but i should like to have a piece of bread to eat after it .",joy
"come with me then "" said the sparrow "" and you shall soon have that too .",joy
"yes "" said he; "" and now let us take a walk a little way out of the town .",joy
mr carter or it shall be the worse for you .,anger
"but the carter grumbling to himself "" you make it the worse for me indeed ! what can you do ? "" cracked his whip and drove his cart over the poor dog so that the wheels crushed him to death .",anger
"there "" cried the sparrow "" thou cruel villain thou hast killed my friend the dog .",anger
now mind what i say .,anger
this deed of thine shall cost thee all thou art worth .,anger
"do your worst and welcome "" said the brute "" what harm can you do me ? "" and passed on .",anger
at last he looked round and saw that the cart was dripping and the cask quite empty .,surprise
"what an unlucky wretch i am ! "" cried he .",anger
"not wretch enough yet ! "" said the sparrow as she alighted upon the head of one of the horses and pecked at him till he reared up and kicked .",anger
"when the carter saw this he drew out his hatchet and aimed a blow at the sparrow meaning to kill her; but she flew away and the blow fell upon the poor horse "" s head with such force that he fell down dead .",surprise
"unlucky wretch that i am ! "" cried he .",anger
"not wretch enough yet ! "" said the sparrow .",anger
"when the carter saw this he again cried out "" miserable wretch that i am !",anger
"but the sparrow answered "" not wretch enough yet ! "" and perched on the head of the second horse and pecked at him too .",anger
the carter ran up and struck at her again with his hatchet; but away she flew and the blow fell upon the second horse and killed him on the spot .,surprise
"unlucky wretch that i am ! "" said he .",anger
"not wretch enough yet ! "" said the sparrow; and perching upon the third horse she began to peck him too .",anger
the carter was mad with fury; and without looking about him or caring what he was about struck again at the sparrow; but killed his third horse as he done the other two .,anger
"alas ! miserable wretch that i am ! "" cried he .",anger
"not wretch enough yet ! "" answered the sparrow as she flew away; "" now will i plague and punish thee at thy own house .",anger
the carter was forced at last to leave his cart behind him and to go home overflowing with rage and vexation .,anger
"alas ! "" said he to his wife "" what ill luck has befallen me ! my wine is all spilt and my horses all three dead .",anger
"alas ! husband "" replied she "" and a wicked bird has come into the house and has brought with her all the birds in the world i am sure and they have fallen upon our corn in the loft and are eating it up at such a rate !",anger
away ran the husband upstairs and saw thousands of birds sitting upon the floor eating up his corn with the sparrow in the midst of them .,surprise
"unlucky wretch that i am ! "" cried the carter; for he saw that the corn was almost all gone .",anger
"not wretch enough yet ! "" said the sparrow; "" thy cruelty shall cost thee they life yet ! "" and away she flew .",anger
the carter seeing that he had thus lost all that he had went down into his kitchen; and was still not sorry for what he had done but sat himself angrily and sulkily in the chimney corner .,anger
"but the sparrow sat on the outside of the window and cried "" carter ! thy cruelty shall cost thee thy life !",anger
with that he jumped up in a rage seized his hatchet and threw it at the sparrow; but it missed her and only broke the window .,anger
"the sparrow now hopped in perched upon the windowseat and cried "" carter ! it shall cost thee thy life !",anger
then he became mad and blind with rage and struck the window seat with such force that he cleft it in two : and as the sparrow flew from place to place the carter and his wife were so furious that they broke all their furniture glasses chairs benches the table and at last the walls without touching the bird at all .,anger
"in the end however they caught her : and the wife said "" shall i kill her at once ?",anger
"no "" cried he "" that is letting her off too easily : she shall die a much more cruel death; i will eat her .",anger
"but the sparrow began to flutter about and stretch out her neck and cried "" carter ! it shall cost thee thy life yet !",anger
"with that he could wait no longer : so he gave his wife the hatchet and cried "" wife strike at the bird and kill her in my hand .",anger
and the wife struck; but she missed her aim and hit her husband on the head so that he fell down dead and the sparrow flew quietly home to her nest .,surprise
there was once a shoemaker who worked very hard and was very honest : but still he could not earn enough to live upon; and at last all he had in the world was gone save just leather enough to make one pair of shoes .,sadness
his conscience was clear and his heart light amidst all his troubles; so he went peaceably to bed left all his cares to heaven and soon fell asleep .,joy
in the morning after he had said his prayers he sat himself down to his work; when to his great wonder there stood the shoes all ready made upon the table .,surprise
the good man knew not what to say or think at such an odd thing happening .,surprise
he looked at the workmanship; there was not one false stitch in the whole job; all was so neat and true that it was quite a masterpiece .,joy
the same day a customer came in and the shoes suited him so well that he willingly paid a price higher than usual for them; and the poor shoemaker with the money bought leather enough to make two pairs more .,joy
the wife liked the thought; so they left a light burning and hid themselves in a corner of the room behind a curtain that was hung up there and watched what would happen .,joy
"as soon as it was midnight there came in two little naked dwarfs; and they sat themselves upon the shoemaker "" s bench took up all the work that was cut out and began to ply with their little fingers stitching and rapping and tapping away at such a rate that the shoemaker was all wonder and could not take his eyes off them .",surprise
these little wights have made us rich and we ought to be thankful to them and do them a good turn if we can .,joy
i am quite sorry to see them run about as they do; and indeed it is not very decent for they have nothing upon their backs to keep off the cold .,sadness
the thought pleased the good cobbler very much; and one evening when all the things were ready they laid them on the table instead of the work that they used to cut out and then went and hid themselves to watch what the little elves would do .,joy
about midnight in they came dancing and skipping hopped round the room and then went to sit down to their work as usual; but when they saw the clothes lying for them they laughed and chuckled and seemed mightily delighted .,joy
then they dressed themselves in the twinkling of an eye and danced and capered and sprang about as merry as could be; till at last they danced out at the door and away over the green .,joy
the good couple saw them no more; but everything went well with them from that time forward as long as they lived .,joy
"oh ho ! "" said the man "" you need not make so many words about the matter; i will have nothing to do with a fish that can talk : so swim away sir as soon as you please !",surprise
"did not you ask it for anything ? "" said the wife "" we live very wretchedly here in this nasty dirty pigsty; do go back and tell the fish we want a snug little cottage .",anger
the fisherman did not much like the business : however he went to the seashore; and when he came back there the water looked all yellow and green .,sadness
"ah ! "" said the fisherman "" she says that when i had caught you i ought to have asked you for something before i let you go; she does not like living any longer in the pigsty and wants a snug little cottage .",sadness
"come in come in ! "" said she; "" is not this much better than the filthy pigsty we had ?",joy
"ah ! "" said the fisherman "" how happily we shall live now !",joy
"everything went right for a week or two and then dame ilsabill said "" husband there is not near room enough for us in this cottage; the courtyard and the garden are a great deal too small; i should like to have a large stone castle to live in : go to the fish again and tell him to give us a castle .",anger
"nonsense ! "" said the wife; "" he will do it very willingly i know; go along and try !",anger
"ah ! "" said the man dolefully "" my wife wants to live in a stone castle .",sadness
"see "" said she "" is not this grand ?",joy
"well "" said the man "" now we will live cheerful and happy in this beautiful castle for the rest of our lives .",joy
"husband "" said she "" say no more about it but go and try !",anger
so the man went away quite sorrowful to think that his wife should want to be king .,sadness
"alas ! "" said the poor man "" my wife wants to be king .",sadness
"and when he had looked at her for a long time he said "" ah wife ! what a fine thing it is to be king !",joy
now we shall never have anything more to wish for as long as we live .,joy
i am king it is true; but i begin to be tired of that and i think i should like to be emperor .,anger
"alas wife ! why should you wish to be emperor ? "" said the fisherman .",sadness
"i am king "" said ilsabill "" and you are my slave; so go at once !",anger
"ah ! "" said the man as he gazed upon her "" what a fine thing it is to be emperor !",joy
"well wife "" replied he "" it is a grand thing to be pope; and now you must be easy for you can be nothing greater .",joy
"at this thought she was very angry and wakened her husband and said "" husband go to the fish and tell him i must be lord of the sun and moon .",anger
"no "" said she "" i am very uneasy as long as the sun and moon rise without my leave .",anger
go to the fish at once !,anger
"dear children "" said a poor man to his four sons "" i have nothing to give you; you must go out into the wide world and try your luck .",sadness
"then the eldest said "" here we must part; but this day four years we will come back to this spot and in the meantime each must try what he can do for himself .",sadness
"no "" said the other "" that is not an honest calling and what can one look to earn by it in the end but the gallows ?",anger
"oh ! "" said the man "" you need not fear the gallows; for i will only teach you to steal what will be fair game : i meddle with nothing but what no one else can get or care anything about and where no one can find you out .",surprise
so the young man agreed to follow his trade and he soon showed himself so clever that nothing could escape him that he had once set his mind upon .,joy
"the plan pleased him much and he soon became such a skilful star gazer that when he had served out his time and wanted to leave his master he gave him a glass and said "" with this you can see all that is passing in the sky and on earth and nothing can be hidden from you .",joy
"the third brother met a huntsman who took him with him and taught him so well all that belonged to hunting that he became very clever in the craft of the woods; and when he left his master he gave him a bow and said "" whatever you shoot at with this bow you will be sure to hit .",joy
"oh no ! "" said the young man; "" sitting cross legged from morning to night working backwards and forwards with a needle and goose will never suit me .",anger
"oh ! "" answered the man "" that is not my sort of tailoring; come with me and you will learn quite another kind of craft from that .",surprise
"not knowing what better to do he came into the plan and learnt tailoring from the beginning; and when he left his master he gave him a needle and said "" you can sew anything with this be it as soft as an egg or as hard as steel; and the joint will be so fine that no seam will be seen .",joy
"after the space of four years at the time agreed upon the four brothers met at the four cross roads; and having welcomed each other set off towards their father "" s home where they told him all that had happened to them and how each had learned some craft .",joy
"well done sons ! "" said the old man; "" you have made good use of your time and learnt something worth the knowing; but i am sure i do not know which ought to have the prize .",surprise
oh that a time might soon come for you to turn your skill to some account !,joy
"not long after this there was a great bustle in the country; for the king "" s daughter had been carried off by a mighty dragon and the king mourned over his loss day and night and made it known that whoever brought her back to him should have her for a wife .",surprise
"then the four brothers said to each other "" here is a chance for us; let us try what we can do .",joy
"i will soon find out where she is however "" said the star gazer as he looked through his glass; and he soon cried out "" i see her afar off sitting upon a rock in the sea and i can spy the dragon close by guarding her .",surprise
"i dare not shoot at him "" said the huntsman "" for i should kill the beautiful young lady also .",sadness
"then i will try my skill "" said the thief and went and stole her away from under the dragon so quietly and gently that the beast did not know it but went on snoring .",joy
then away they hastened with her full of joy in their boat towards the ship; but soon came the dragon roaring behind them through the air; for he awoke and missed the princess .,surprise
but when he got over the boat and wanted to pounce upon them and carry off the princess the huntsman took up his bow and shot him straight through the heart so that he fell down dead .,joy
so the tailor took his needle and with a few large stitches put some of the planks together; and he sat down upon these and sailed about and gathered up all pieces of the boat; and then tacked them together so quickly that the boat was soon ready and they then reached the ship and got home safe .,joy
"when they had brought home the princess to her father there was great rejoicing; and he said to the four brothers "" one of you shall marry her but you must settle amongst yourselves which it is to be .",joy
"then there arose a quarrel between them; and the star gazer said "" if i had not found the princess out all your skill would have been of no use; therefore she ought to be mine .",anger
"your seeing her would have been of no use "" said the thief "" if i had not taken her away from the dragon; therefore she ought to be mine .",anger
"no she is mine "" said the huntsman; "" for if i had not killed the dragon he would after all have torn you and the princess into pieces .",anger
"and if i had not sewn the boat together again "" said the tailor "" you would all have been drowned therefore she is mine .",anger
"then the king put in a word and said "" each of you is right; and as all cannot have the young lady the best way is for neither of you to have her : for the truth is there is somebody she likes a great deal better .",surprise
but to make up for your loss i will give each of you as a reward for his skill half a kingdom .,joy
so the brothers agreed that this plan would be much better than either quarrelling or marrying a lady who had no mind to have them .,joy
and the king then gave to each half a kingdom as he had said; and they lived very happily the rest of their days and took good care of their father; and somebody took better care of the young lady than to let either the dragon or one of the craftsmen have her again .,joy
"it happened that the cat met the fox in a forest and as she thought to herself : "" he is clever and full of experience and much esteemed in the world "" she spoke to him in a friendly way .",joy
good day dear mr fox how are you ?,joy
the fox full of all kinds of arrogance looked at the cat from head to foot and for a long time did not know whether he would give any answer or not .,anger
"at last he said : "" oh you wretched beard cleaner you piebald fool you hungry mouse hunter what can you be thinking of ?",anger
have you the cheek to ask how i am getting on ?,anger
what have you learnt ?,anger
how many arts do you understand ?,anger
"i understand but one "" replied the cat modestly .",sadness
"what art is that ? "" asked the fox .",anger
"is that all ? "" said the fox .",anger
"ah mr fox "" cried the cat .",sadness
you with your hundred arts are left in the lurch !,anger
had you been able to climb like me you would not have lost your life .,sadness
"a farmer had a horse that had been an excellent faithful servant to him : but he was now grown too old to work; so the farmer would give him nothing more to eat and said "" i want you no longer so take yourself off out of my stable; i shall not take you back again until you are stronger than a lion .",anger
then he opened the door and turned him adrift .,anger
the poor horse was very melancholy and wandered up and down in the wood seeking some little shelter from the cold wind and rain .,sadness
"ah ! "" replied the horse "" justice and avarice never dwell in one house; my master has forgotten all that i have done for him so many years and because i can no longer work he has turned me adrift and says unless i become stronger than a lion he will not take me back again; what chance can i have of that ? he knows i have none or he would not talk so .",sadness
"however the fox bid him be of good cheer and said "" i will help you; lie down there stretch yourself out quite stiff and pretend to be dead .",joy
"the lion was greatly pleased and set off immediately; and when they came to the horse the fox said "" you will not be able to eat him comfortably here; i "" ll tell you what i will tie you fast to his tail and then you can draw him to your den and eat him at your leisure .",joy
this advice pleased the lion so he laid himself down quietly for the fox to make him fast to the horse .,joy
"the beast began to roar and bellow till all the birds of the wood flew away for fright; but the horse let him sing on and made his way quietly over the fields to his master "" s house .",anger
"here he is master "" said he "" i have got the better of him "" : and when the farmer saw his old servant his heart relented and he said .",joy
thou shalt stay in thy stable and be well taken care of .,joy
and so the poor old horse had plenty to eat and lived till he died .,joy
now she had a golden ball in her hand which was her favourite plaything; and she was always tossing it up into the air and catching it again as it fell .,joy
"then she began to bewail her loss and said "" alas ! if i could only get my ball again i would give all my fine clothes and jewels and everything that i have in the world .",sadness
"whilst she was speaking a frog put its head out of the water and said "" princess why do you weep so bitterly ?",sadness
"alas ! "" said she "" what can you do for me you nasty frog ?",sadness
my golden ball has fallen into the spring .,sadness
"the frog said "" i want not your pearls and jewels and fine clothes; but if you will love me and let me live with you and eat from off your golden plate and sleep upon your bed i will bring you your ball again .",joy
"what nonsense "" thought the princess "" this silly frog is talking !",anger
he can never even get out of the spring to visit me though he may be able to get my ball for me and therefore i will tell him he shall have what he asks .,joy
"so she said to the frog "" well if you will bring me my ball i will do all you ask .",joy
as soon as the young princess saw her ball she ran to pick it up; and she was so overjoyed to have it in her hand again that she never thought of the frog but ran home with it as fast as she could .,joy
"the frog called after her "" stay princess and take me with you as you said "" but she did not stop to hear a word .",sadness
open the door my princess dear open the door to thy true love here !,joy
then the princess ran to the door and opened it and there she saw the frog whom she had quite forgotten .,surprise
at this sight she was sadly frightened and shutting the door as fast as she could came back to her seat .,surprise
the king her father seeing that something had frightened her asked her what was the matter .,surprise
"there is a nasty frog "" said she "" at the door that lifted my ball for me out of the spring this morning : i told him that he should live with me here thinking that he could never get out of the spring; but there he is at the door and he wants to come in .",anger
open the door my princess dear open the door to thy true love here !,anger
and mind the words that thou and i said by the fountain cool in the greenwood shade .,anger
"then the king said to the young princess "" as you have given your word you must keep it; so go and let him in .",anger
she did so and the frog hopped into the room and then straight on tap tap plash plash from the bottom of the room to the top till he came up close to the table where the princess sat .,joy
"pray lift me upon chair "" said he to the princess "" and let me sit next to you .",joy
and the princess though very unwilling took him up in her hand and put him upon the pillow of her own bed where he slept all night long .,anger
"now then "" thought the princess "" at last he is gone and i shall be troubled with him no more .",joy
open the door my princess dear open the door to thy true love here !,anger
and mind the words that thou and i said by the fountain cool in the greenwood shade .,anger
but when the princess awoke on the following morning she was astonished to see instead of the frog a handsome prince gazing on her with the most beautiful eyes she had ever seen and standing at the head of her bed .,surprise
he told her that he had been enchanted by a spiteful fairy who had changed him into a frog; and that he had been fated so to abide till some princess should take him out of the spring and let him eat from her plate and sleep upon her bed for three nights .,joy
"you "" said the prince "" have broken his cruel charm and now i have nothing to wish for but that you should go with me into my father "" s kingdom where i will marry you and love you as long as you live .",joy
"the young princess you may be sure was not long in saying "" yes "" to all this; and as they spoke a gay coach drove up with eight beautiful horses decked with plumes of feathers and a golden harness; and behind the coach rode the prince "" s servant faithful heinrich who had bewailed the misfortunes of his dear master during his enchantment so long and so bitterly that his heart had well nigh burst .",joy
"they then took leave of the king and got into the coach with eight horses and all set out full of joy and merriment for the prince "" s kingdom which they reached safely; and there they lived happily a great many years .",joy
the king became very angry at this and ordered the gardener to keep watch all night under the tree .,anger
but the arrow did the bird no harm; only it dropped a golden feather from its tail and then flew away .,surprise
"everyone agreed that it was worth more than all the wealth of the kingdom : but the king said "" one feather is of no use to me i must have the whole bird .",anger
"but the son thought to himself "" what can such a beast as this know about the matter ?",anger
"i should be very silly "" said he "" if i went to that shabby house and left this charming place "" ; so he went into the smart house and ate and drank at his ease and forgot the bird and his country too .",joy
he met the fox who gave him the good advice : but when he came to the two inns his eldest brother was standing at the window where the merrymaking was and called to him to come in; and he could not withstand the temptation but went in and forgot the golden bird and his country in the same manner .,joy
"but he was thankful to the fox and did not attempt his life as his brothers had done; so the fox said "" sit upon my tail and you will travel faster .",joy
"when they came to the village the son followed the fox "" s counsel and without looking about him went to the shabby inn and rested there all night at his ease .",joy
before the castle gate all was as the fox had said : so the son went in and found the chamber where the golden bird hung in a wooden cage and below stood the golden cage and the three golden apples that had been lost were lying close by it .,surprise
but the bird set up such a loud scream that all the soldiers awoke and they took him prisoner and carried him before the king .,surprise
"so he set out once more on his journey sighing and in great despair when on a sudden his friend the fox met him and said "" you see now what has happened on account of your not listening to my counsel .",sadness
but when the son looked at the horse he thought it a great pity to put the leathern saddle upon it .,sadness
as he took up the golden saddle the groom awoke and cried out so loud that all the guards ran in and took him prisoner and in the morning he was again brought before the court to be judged and was sentenced to die .,surprise
"then he went his way very sorrowful; but the old fox came and said "" why did not you listen to me ?",sadness
"as they came to the castle all was as the fox had said and at twelve o "" clock the young man met the princes going to the bath and gave her the kiss and she agreed to run away with him but begged with many tears that he would let her take leave of her father .",sadness
"at first he refused but she wept still more and more and fell at his feet till at last he consented; but the moment she came to her father "" s house the guards awoke and he was taken prisoner again .",surprise
now this hill was so big that the whole world could not take it away : and when he had worked for seven days and had done very little the fox came and said .,sadness
and in the morning he awoke and the hill was gone; so he went merrily to the king and told him that now that it was removed he must give him the princess .,surprise
"then the king was obliged to keep his word and away went the young man and the princess; and the fox came and said to him "" we will have all three the princess the horse and the bird .",joy
"ah ! "" said the young man "" that would be a great thing but how can you contrive it ?",joy
"if you will only listen "" said the fox "" it can be done .",anger
this too happened as the fox said; they carried off the bird the princess mounted again and they rode on to a great wood .,joy
"then the fox came and said "" pray kill me and cut off my head and my feet .",surprise
"well "" thought the young man "" it is no hard matter to keep that advice .",joy
"and there he heard a great noise and uproar; and when he asked what was the matter the people said "" two men are going to be hanged .",anger
"as he came nearer he saw that the two men were his brothers who had turned robbers; so he said "" cannot they in any way be saved ?",sadness
"but the people said "" no "" unless he would bestow all his money upon the rascals and buy their liberty .",sadness
then he did not stay to think about the matter but paid what was asked and his brothers were given up and went on with him towards their home .,joy
"so he said "" yes "" and forgot the fox "" s counsel and sat down on the side of the river; and while he suspected nothing they came behind and threw him down the bank and took the princess the horse and the bird and went home to the king their master and said .",surprise
all this have we won by our labour .,joy
then there was great rejoicing made; but the horse would not eat the bird would not sing and the princess wept .,sadness
"then the old fox came once more and scolded him for not following his advice; otherwise no evil would have befallen him : "" yet "" said he "" i cannot leave you here so lay hold of my tail and hold fast .",anger
"then he pulled him out of the river and said to him as he got upon the bank "" your brothers have set watch to kill you if they find you in the kingdom .",surprise
"so he dressed himself as a poor man and came secretly to the king "" s court and was scarcely within the doors when the horse began to eat and the bird to sing and princess left off weeping .",joy
"then he went to the king and told him all his brothers "" roguery; and they were seized and punished and he had the princess given to him again; and after the king "" s death he was heir to his kingdom .",joy
a long while after he went to walk one day in the wood and the old fox met him and besought him with tears in his eyes to kill him and cut off his head and feet .,sadness
and at last he did so and in a moment the fox was changed into a man and turned out to be the brother of the princess who had been lost a great many many years .,joy
there was a man who had three sons the youngest of whom was called dummling[*] and was despised mocked and sneered at on every occasion .,sadness
"when he entered the forest he met a little grey haired old man who bade him good day and said : "" do give me a piece of cake out of your pocket and let me have a draught of your wine; i am so hungry and thirsty .",sadness
"but the clever son answered : "" if i give you my cake and wine i shall have none for myself; be off with you "" and he left the little man standing and went on .",anger
"and this was the little grey man "" s doing .",surprise
the little old grey man met him likewise and asked him for a piece of cake and a drink of wine .,sadness
"but the second son too said sensibly enough : "" what i give you will be taken away from myself; be off ! "" and he left the little man standing and went on .",anger
"then dummling said : "" father do let me go and cut wood .",sadness
"but dummling begged so long that at last he said : "" just go then you will get wiser by hurting yourself .",sadness
"when he came to the forest the little old grey man met him likewise and greeting him said : "" give me a piece of your cake and a drink out of your bottle; i am so hungry and thirsty .",sadness
"dummling answered : "" i have only cinder cake and sour beer; if that pleases you we will sit down and eat .",sadness
so they sat down and when dummling pulled out his cinder cake it was a fine sweet cake and the sour beer had become good wine .,surprise
"so they ate and drank and after that the little man said : "" since you have a good heart and are willing to divide what you have i will give you good luck .",joy
dummling went and cut down the tree and when it fell there was a goose sitting in the roots with feathers of pure gold .,surprise
he lifted her up and taking her with him went to an inn where he thought he would stay the night .,joy
"the eldest thought : "" i shall soon find an opportunity of pulling out a feather "" and as soon as dummling had gone out she seized the goose by the wing but her finger and hand remained sticking fast to it .",surprise
the second came soon afterwards thinking only of how she might get a feather for herself but she had scarcely touched her sister than she was held fast .,surprise
"at last the third also came with the like intent and the others screamed out : "" keep away; for goodness "" sake keep away !",anger
but she did not understand why she was to keep away .,sadness
"the others are there "" she thought "" i may as well be there too "" and ran to them; but as soon as she had touched her sister she remained sticking fast to her .",anger
so they had to spend the night with the goose .,anger
"in the middle of the fields the parson met them and when he saw the procession he said : "" for shame you good for nothing girls why are you running across the fields after this young man ?",anger
is that seemly ?,anger
at the same time he seized the youngest by the hand in order to pull her away but as soon as he touched her he likewise stuck fast and was himself obliged to run behind .,surprise
before long the sexton came by and saw his master the parson running behind three girls .,surprise
"he was astonished at this and called out : "" hi ! your reverence whither away so quickly ?",surprise
"do not forget that we have a christening today ! "" and running after him he took him by the sleeve but was also held fast to it .",surprise
but they had scarcely touched the sexton when they were held fast and now there were seven of them running behind dummling and the goose .,surprise
"when dummling heard this he went with his goose and all her train before the king "" s daughter and as soon as she saw the seven people running on and on one behind the other she began to laugh quite loudly and as if she would never stop .",joy
dummling thought of the little grey man who could certainly help him; so he went into the forest and in the same place where he had felled the tree he saw a man sitting who had a very sorrowful face .,surprise
"dummling asked him what he was taking to heart so sorely and he answered : "" i have such a great thirst and cannot quench it; cold water i cannot stand a barrel of wine i have just emptied but that to me is like a drop on a hot stone !",sadness
"there i can help you "" said dummling "" just come with me and you shall be satisfied .",joy
"he led him into the king "" s cellar and the man bent over the huge barrels and drank and drank till his loins hurt and before the day was out he had emptied all the barrels .",joy
then dummling asked once more for his bride but the king was vexed that such an ugly fellow whom everyone called dummling should take away his daughter and he made a new condition; he must first find a man who could eat a whole mountain of bread .,anger
"dummling did not think long but went straight into the forest where in the same place there sat a man who was tying up his body with a strap and making an awful face and saying : "" i have eaten a whole ovenful of rolls but what good is that when one has such a hunger as i ?",sadness
my stomach remains empty and i must tie myself up if i am not to die of hunger .,sadness
"at this dummling was glad and said : "" get up and come with me; you shall eat yourself full .",joy
the man from the forest stood before it began to eat and by the end of one day the whole mountain had vanished .,joy
then dummling for the third time asked for his bride; but the king again sought a way out and ordered a ship which could sail on land and on water .,anger
"as soon as you come sailing back in it "" said he "" you shall have my daughter for wife .",anger
dummling went straight into the forest and there sat the little grey man to whom he had given his cake .,surprise
"when he heard what dummling wanted he said : "" since you have given me to eat and to drink i will give you the ship; and i do all this because you once were kind to me .",joy
then he gave him the ship which could sail on land and water and when the king saw that he could no longer prevent him from having his daughter .,anger
"the wedding was celebrated and after the king "" s death dummling inherited his kingdom and lived for a long time contentedly with his wife .",joy
they loved each other dearly but sorrowed much that they had no children .,sadness
so greatly did they desire to have one that the wife prayed for it day and night but still they remained childless .,sadness
"ah "" sighed the woman heavily "" if i had but a child as red as blood and as white as snow "" and as she spoke the words her heart grew light within her and it seemed to her that her wish was granted and she returned to the house feeling glad and comforted .",joy
once again the wife stood under the juniper tree and it was so full of sweet scent that her heart leaped for joy and she was so overcome with her happiness that she fell on her knees .,joy
presently the fruit became round and firm and she was glad and at peace; but when they were fully ripe she picked the berries and ate eagerly of them and then she grew sad and ill .,sadness
a little while later she called her husband and said to him weeping .,sadness
if i die bury me under the juniper tree .,sadness
then she felt comforted and happy again and before another month had passed she had a little child and when she saw that it was as white as snow and as red as blood her joy was so great that she died .,joy
her husband buried her under the juniper tree and wept bitterly for her .,sadness
by degrees however his sorrow grew less and although at times he still grieved over his loss he was able to go about as usual and later on he married again .,sadness
he now had a little daughter born to him; the child of his first wife was a boy who was as red as blood and as white as snow .,joy
the mother loved her daughter very much and when she looked at her and then looked at the boy it pierced her heart to think that he would always stand in the way of her own child and she was continually thinking how she could get the whole of the property for her .,anger
this evil thought took possession of her more and more and made her behave very unkindly to the boy .,anger
"mother "" said the little daughter again "" may not brother have one too ?",surprise
"the mother was angry at this but she answered "" yes when he comes out of school .",anger
"just then she looked out of the window and saw him coming and it seemed as if an evil spirit entered into her for she snatched the apple out of her little daughter "" s hand and said "" you shall not have one before your brother .",anger
