message,reaction
"Now the little dwarf was getting their dinner ready, and he brought their food upon seven little plates, and their drink in seven little glasses, and set them upon the table, and out of each little plate their sister ate a small piece, and out of each little glass she drank a small drop; but she let the ring that she had brought with her fall into the last glass.",sadness
"When they came in, they wanted to eat and drink, and looked for their little plates and glasses.",anger
"""Who has eaten from my little plate?",anger
"And who has been drinking out of my little glass?""",anger
"""Caw!",anger
"Caw! well I ween Mortal lips have this way been.""",anger
"When the seventh came to the bottom of his glass, and found there the ring, he looked at it, and knew that it was his father""s and mother""s, and said, ""O that our little sister would but come! then we should be free.""",sadness
"When the little girl heard this (for she stood behind the door all the time and listened), she ran forward, and in an instant all the ravens took their right form again; and all hugged and kissed each other, and went merrily home.",joy
"""That, too, must be an art of which I understand nothing!""",sadness
"Look how your brother works, but you do not even earn your salt.""",anger
"""Well, father,"" he replied, ""I am quite willing to learn something-- indeed, if it could but be managed, I should like to learn how to shudder.",joy
"I don""t understand that at all yet.""",sadness
"The elder brother smiled when he heard that, and thought to himself: ""Goodness, what a blockhead that brother of mine is!",anger
He will never be good for anything as long as he lives!,anger
"The father sighed, and answered him: ""You shall soon learn what it is to shudder, but you will not earn your bread by that.""",anger
"Soon after this the sexton came to the house on a visit, and the father bewailed his trouble, and told him how his younger son was so backward in every respect that he knew nothing and learnt nothing.",sadness
"""Just think,"" said he, ""when I asked him how he was going to earn his bread, he actually wanted to learn to shudder.""",anger
"""If that be all,"" replied the sexton, ""he can learn that with me.",surprise
"The father was glad to do it, for he thought: ""It will train the boy a little.""",joy
"""You shall soon learn what shuddering is,"" thought he, and secretly went there before him; and when the boy was at the top of the tower and turned round, and was just going to take hold of the bell rope, he saw a white figure standing on the stairs opposite the sounding hole.",anger
"""Who is there?"" cried he, but the figure made no reply, and did not move or stir.",surprise
"""Give an answer,"" cried the boy, ""or take yourself off, you have no business here at night.""",anger
"The boy cried a second time: ""What do you want here?--speak if you are an honest fellow, or I will throw you down the steps!""",anger
"The sexton thought: ""He can""t mean to be as bad as his words,"" uttered no sound and stood as if he were made of stone.",surprise
"Then the boy called to him for the third time, and as that was also to no purpose, he ran against him and pushed the ghost down the stairs, so that it fell down the ten steps and remained lying there in a corner.",anger
"""No, I don""t know,"" replied the boy, ""but someone was standing by the sounding hole on the other side of the steps, and as he would neither gave an answer nor go away, I took him for a scoundrel, and threw him downstairs.",surprise
Just go there and you will see if it was he.,anger
"I should be sorry if it were.""",sadness
"She carried him down, and then with loud screams she hastened to the boy""s father, ""Your boy,"" cried she, ""has been the cause of a great misfortune!",anger
He has thrown my husband down the steps so that he broke his leg.,anger
"Take the good-for-nothing fellow out of our house.""",anger
"""What wicked tricks are these?"" said he.",anger
"""The devil must have put them into your head.""",anger
I am quite innocent.,anger
He was standing there by night like one intent on doing evil.,anger
"I did not know who it was, and I entreated him three times either to speak or to go away.""",anger
"""Ah,"" said the father, ""I have nothing but unhappiness with you.",anger
Go out of my sight.,anger
"I will see you no more.""",anger
"""Yes, father, right willingly, wait only until it is day.",sadness
"""Learn what you will,"" spoke the father, ""it is all the same to me.",anger
"Take these and go into the wide world, and tell no one from whence you come, and who is your father, for I have reason to be ashamed of you.""",anger
"""Yes, father, it shall be as you will.",sadness
"When the day dawned, therefore, the boy put his fifty talers into his pocket, and went forth on the great highway, and continually said to himself: ""If I could but shudder!",sadness
"If I could but shudder!""",sadness
"""If that is all that is wanted,"" answered the youth, ""it is easily done; but if I learn how to shudder as fast as that, you shall have my fifty talers.",surprise
"And as he was cold, he lighted himself a fire, but at midnight the wind blew so sharply that in spite of his fire, he could not get warm.",sadness
"And as the wind knocked the hanged men against each other, and they moved backwards and forwards, he thought to himself: ""If you shiver below by the fire, how those up above must freeze and suffer!""",sadness
"And as he felt pity for them, he raised the ladder, and climbed up, unbound one of them after the other, and brought down all seven.",sadness
"But they sat there and did not stir, and the fire caught their clothes.",surprise
"So he said: ""Take care, or I will hang you up again.""",anger
"At this he grew angry, and said: ""If you will not take care, I cannot help you, I will not be burnt with you,"" and he hung them up again each in his turn.",anger
"Then he sat down by his fire and fell asleep, and the next morning the man came to him and wanted to have the fifty talers, and said: ""Well do you know how to shudder?""",anger
"""No,"" answered he, ""how should I know?",anger
"Those fellows up there did not open their mouths, and were so stupid that they let the few old rags which they had on their bodies get burnt.""",anger
"Then the man saw that he would not get the fifty talers that day, and went away saying: ""Such a youth has never come my way before.""",surprise
"The youth likewise went his way, and once more began to mutter to himself: ""Ah, if I could but shudder!",sadness
"Ah, if I could but shudder!""",sadness
"""I don""t know,"" answered the youth.",sadness
"""I know not.""",sadness
"""That I may not tell you.""",sadness
"""What is it that you are always muttering between your teeth?""",anger
"""Ah,"" replied the youth, ""I do so wish I could shudder, but no one can teach me how.""",sadness
"""Enough of your foolish chatter,"" said the waggoner.",anger
"Then at the entrance of the parlour the youth again said quite loudly: ""If I could but shudder!",sadness
"If I could but shudder!""",sadness
"The host who heard this, laughed and said: ""If that is your desire, there ought to be a good opportunity for you here.""",surprise
"But the youth said: ""However difficult it may be, I will learn it.",sadness
"He let the host have no rest, until the latter told him, that not far from thence stood a haunted castle where anyone could very easily learn what shuddering was, if he would but watch in it for three nights.",anger
"Then the youth went next morning to the king, and said: ""If it be allowed, I will willingly watch three nights in the haunted castle.""",joy
"The king looked at him, and as the youth pleased him, he said: ""You may ask for three things to take into the castle with you, but they must be things without life.""",joy
"""Ah, if I could but shudder!"" said he, ""but I shall not learn it here either.""",sadness
"Towards midnight he was about to poke his fire, and as he was blowing it, something cried suddenly from one corner: ""Au, miau! how cold we are!""",anger
"""You fools!"" cried he, ""what are you crying about?",anger
"If you are cold, come and take a seat by the fire and warm yourselves.""",anger
"And when he had said that, two great black cats came with one tremendous leap and sat down on each side of him, and looked savagely at him with their fiery eyes.",anger
"""Oh,"" said he, ""what long nails you have!",surprise
"Thereupon he seized them by the throats, put them on the cutting-board and screwed their feet fast.",anger
"""I have looked at your fingers,"" said he, ""and my fancy for card-playing has gone,"" and he struck them dead and threw them out into the water.",anger
"But when he had made away with these two, and was about to sit down again by his fire, out from every hole and corner came black cats and black dogs with red-hot chains, and more and more of them came until he could no longer move, and they yelled horribly, and got on his fire, pulled it to pieces, and tried to put it out.",anger
"He watched them for a while quietly, but at last when they were going too far, he seized his cutting-knife, and cried: ""Away with you, vermin,"" and began to cut them down.",anger
"Some of them ran away, the others he killed, and threw out into the fish-pond.",anger
Then he looked round and saw a great bed in the corner.,joy
"""That is the very thing for me,"" said he, and got into it.",joy
"""That""s right,"" said he, ""but go faster.""",surprise
"Then the bed rolled on as if six horses were harnessed to it, up and down, over thresholds and stairs, but suddenly hop, hop, it turned over upside down, and lay on him like a mountain.",surprise
"Then said he: ""After all it is a pity,--for so handsome a man.""",sadness
"The youth heard it, got up, and said: ""It has not come to that yet.""",joy
"Then the king was astonished, but very glad, and asked how he had fared.",surprise
"""Very well indeed,"" answered he; ""one night is past, the two others will pass likewise.""",joy
"Then he went to the innkeeper, who opened his eyes very wide, and said: ""I never expected to see you alive again!",surprise
"Have you learnt how to shudder yet?""",surprise
"""No,"" said he, ""it is all in vain.",sadness
"If someone would but tell me!""",sadness
"The second night he again went up into the old castle, sat down by the fire, and once more began his old song: ""If I could but shudder!""",sadness
"""Hullo!"" cried he, ""another half belongs to this.",joy
"This is not enough!""",anger
"""Wait,"" said he, ""I will just stoke up the fire a little for you.""",sadness
"""That is no part of our bargain,"" said the youth, ""the bench is mine.""",anger
"The man wanted to push him away; the youth, however, would not allow that, but thrust him off with all his strength, and seated himself again in his own place.",anger
"The youth also wanted to play and said: ""Listen you, can I join you?""",surprise
"""Money enough,"" replied he, ""but your balls are not quite round.""",surprise
"""There, now they will roll better!"" said he.",joy
"""Hurrah! now we""ll have fun!""",joy
"He played with them and lost some of his money, but when it struck twelve, everything vanished from his sight.",joy
"""How has it fared with you this time?"" asked he.",surprise
"""I have been playing at ninepins,"" he answered, ""and have lost a couple of farthings.""",sadness
"""Have you not shuddered then?""",surprise
"""What?"" said he, ""I have had a wonderful time!",joy
"If I did but know what it was to shudder!""",sadness
"The third night he sat down again on his bench and said quite sadly: ""If I could but shudder.""",sadness
"Then he said: ""Ha, ha, that is certainly my little cousin, who died only a few days ago,"" and he beckoned with his finger, and cried: ""Come, little cousin, come.""",joy
"He felt his face, but it was cold as ice.",anger
"""Wait,"" said he, ""I will warm you a little,"" and went to the fire and warmed his hand and laid it on the dead man""s face, but he remained cold.",surprise
"Then he took him out, and sat down by the fire and laid him on his breast and rubbed his arms that the blood might circulate again.",surprise
"As this also did no good, he thought to himself: ""When two people lie in bed together, they warm each other,"" and carried him to the bed, covered him over and lay down by him.",surprise
"Then said the youth, ""See, little cousin, have I not warmed you?""",joy
"The dead man, however, got up and cried: ""Now will I strangle you.""",anger
"""What!"" said he, ""is that the way you thank me?",anger
"You shall at once go into your coffin again,"" and he took him up, threw him into it, and shut the lid.",anger
"""I cannot manage to shudder,"" said he.",anger
"""I shall never learn it here as long as I live.""",sadness
"""You wretch,"" cried he, ""you shall soon learn what it is to shudder, for you shall die.""",anger
"""Not so fast,"" replied the youth.",anger
"""If I am to die, I shall have to have a say in it.""",anger
"""I will soon seize you,"" said the fiend.",anger
"""Softly, softly, do not talk so big.",anger
"I am as strong as you are, and perhaps even stronger.""",anger
"""We shall see,"" said the old man.",anger
"""If you are stronger, I will let you go--come, we will try.""",anger
"Then he led him by dark passages to a smith""s forge, took an axe, and with one blow struck an anvil into the ground.",anger
"""I can do better than that,"" said the youth, and went to the other anvil.",anger
"Then the youth seized the axe, split the anvil with one blow, and in it caught the old man""s beard.",anger
"""Now I have you,"" said the youth.",joy
"""Now it is your turn to die.""",anger
"Then he seized an iron bar and beat the old man till he moaned and entreated him to stop, when he would give him great riches.",anger
The youth drew out the axe and let him go.,surprise
"The old man led him back into the castle, and in a cellar showed him three chests full of gold.",joy
"In the meantime it struck twelve, and the spirit disappeared, so that the youth stood in darkness.",joy
"""I shall still be able to find my way out,"" said he, and felt about, found the way into the room, and slept there by his fire.",joy
"""No,"" he answered; ""what can it be?",sadness
"My dead cousin was here, and a bearded man came and showed me a great deal of money down below, but no one told me what it was to shudder.""",sadness
"""Then,"" said the king, ""you have saved the castle, and shall marry my daughter.""",joy
"""That is all very well,"" said he, ""but still I do not know what it is to shudder!""",sadness
"Then the gold was brought up and the wedding celebrated; but howsoever much the young king loved his wife, and however happy he was, he still said always: ""If I could but shudder--if I could but shudder.""",joy
And this at last angered her.,anger
"Her waiting-maid said: ""I will find a cure for him; he shall soon learn what it is to shudder.""",anger
"At night when the young king was sleeping, his wife was to draw the clothes off him and empty the bucket full of cold water with the gudgeons in it over him, so that the little fishes would sprawl about him.",anger
"Ah! now I know what it is to shudder!""",joy
"Then the straw began and said: ""Dear friends, from whence do you come here?""",surprise
"The coal replied: ""I fortunately sprang out of the fire, and if I had not escaped by sheer force, my death would have been certain,--I should have been burnt to ashes.""",joy
"The bean said: ""I too have escaped with a whole skin, but if the old woman had got me into the pan, I should have been made into broth without any mercy, like my comrades.""",joy
"""The old woman has destroyed all my brethren in fire and smoke; she seized sixty of them at once, and took their lives.",sadness
"I luckily slipped through her fingers.""",joy
"The proposition pleased the two others, and they set out on their way together.",joy
"The bean, who had prudently stayed behind on the shore, could not but laugh at the event, was unable to stop, and laughed so heartily that she burst.",surprise
"It would have been all over with her, likewise, if, by good fortune, a tailor who was travelling in search of work, had not sat down to rest by the brook.",surprise
"As he had a compassionate heart he pulled out his needle and thread, and sewed her together.",joy
"The bean thanked him most prettily, but as the tailor used black thread, all beans since then have a black seam.",joy
"Then said the father: ""Hark you, my son, try as I will I can get nothing into your head.",anger
"You must go from hence, I will give you into the care of a celebrated master, who shall see what he can do with you.""",sadness
"""Lord have mercy on us!"" cried the father; ""is that all you have learnt?",anger
"I will send you into another town, to another master.""",anger
"Then the father fell into a rage and said: ""Oh, you lost man, you have spent the precious time and learnt nothing; are you not ashamed to appear before my eyes?",anger
"I will send you to a third master, but if you learn nothing this time also, I will no longer be your father.""",anger
"Then the father fell into the most furious anger, sprang up, called his people thither, and said: ""This man is no longer my son, I drive him forth, and command you to take him out into the forest, and kill him.""",anger
"They took him forth, but when they should have killed him, they could not do it for pity, and let him go, and they cut the eyes and tongue out of a deer that they might carry them to the old man as a token.",sadness
"The youth wandered on, and after some time came to a fortress where he begged for a night""s lodging.",sadness
"The whole district was in sorrow and dismay because of them, and yet no one could do anything to stop this.",sadness
"When he went inside, the dogs did not bark at him, but wagged their tails quite amicably around him, ate what he set before them, and did not hurt one hair of his head.",joy
"Next morning, to the astonishment of everyone, he came out again safe and unharmed, and said to the lord of the castle: ""The dogs have revealed to me, in their own language, why they dwell there, and bring evil on the land.",surprise
"Then all who heard this rejoiced, and the lord of the castle said he would adopt him as a son if he accomplished it successfully.",joy
"He went down again, and as he knew what he had to do, he did it thoroughly, and brought a chest full of gold out with him.",joy
"The howling of the wild dogs was henceforth heard no more; they had disappeared, and the country was freed from the trouble.",joy
"He listened to them, and when he became aware of what they were saying, he grew very thoughtful and sad.",sadness
"At last he arrived in Rome, where the Pope had just died, and there was great doubt among the cardinals as to whom they should appoint as his successor.",sadness
"And just as that was decided on, the young count entered into the church, and suddenly two snow-white doves flew on his shoulders and remained sitting there.",surprise
"The ecclesiastics recognized therein the token from above, and asked him on the spot if he would be pope.",surprise
"Then was he anointed and consecrated, and thus was fulfilled what he had heard from the frogs on his way, which had so affected him, that he was to be his Holiness the Pope.",joy
"Then he had to sing a mass, and did not know one word of it, but the two doves sat continually on his shoulders, and said it all in his ear.",joy
"""What makes you pant so, my friend?"" said the ass.",surprise
"""Alas!"" said the dog, ""my master was going to knock me on the head, because I am old and weak, and can no longer make myself useful to him in hunting; so I ran away; but what can I do to earn my livelihood?""",sadness
"""Hark ye!"" said the ass, ""I am going to the great city to turn musician: suppose you go with me, and try what you can do in the same way?""",joy
"The dog said he was willing, and they jogged on together.",joy
They had not gone far before they saw a cat sitting in the middle of the road and making a most rueful face.,sadness
"""Pray, my good lady,"" said the ass, ""what""s the matter with you?",surprise
"You look quite out of spirits!""",surprise
"Because I am beginning to grow old, and had rather lie at my ease by the fire than run about the house after the mice, my mistress laid hold of me, and was going to drown me; and though I have been lucky enough to get away from her, I do not know what I am to live upon.""",sadness
"""Oh,"" said the ass, ""by all means go with us to the great city; you are a good night singer, and may make your fortune as a musician.""",joy
"The cat was pleased with the thought, and joined the party.",joy
"Soon afterwards, as they were passing by a farmyard, they saw a cock perched upon a gate, and screaming out with all his might and main.",surprise
"""Bravo!"" said the ass; ""upon my word, you make a famous noise; pray what is all this about?""",joy
"""Heaven forbid!"" said the ass, ""come with us Master Chanticleer; it will be better, at any rate, than staying here to have your head cut off!",surprise
"If we care to sing in tune, we may get up some kind of a concert; so come along with us.""",joy
"""With all my heart,"" said the cock: so they all four went on jollily together.",joy
"In doing this, he saw afar off something bright and shining and calling to his companions said, ""There must be a house no great way off, for I see a light.""",surprise
"""If that be the case,"" said the ass, ""we had better change our quarters, for our lodging is not the best in the world!""",surprise
"""Besides,"" added the dog, ""I should not be the worse for a bone or two, or a bit of meat.""",joy
"""Why, I see a table spread with all kinds of good things, and robbers sitting round it making merry.""",surprise
"""That would be a noble lodging for us,"" said the cock.",joy
"""Yes,"" said the ass, ""if we could only get in""; so they consulted together how they should contrive to get the robbers out; and at last they hit upon a plan.",joy
"The ass brayed, the dog barked, the cat mewed, and the cock screamed; and then they all broke through the window at once, and came tumbling into the room, amongst the broken glass, with a most hideous clatter!",surprise
"The coast once clear, our travellers soon sat down and dispatched what the robbers had left, with as much eagerness as if they had not expected to eat again for a month.",joy
"As soon as they had satisfied themselves, they put out the lights, and each once more sought out a resting-place to his own liking.",joy
"But about midnight, when the robbers saw from afar that the lights were out and that all seemed quiet, they began to think that they had been in too great a hurry to run away; and one of them, who was bolder than the rest, went to see what was going on.",anger
"But the cat, not understanding this joke, sprang at his face, and spat, and scratched at him.",anger
"After this the robbers never dared to go back to the house; but the musicians were so pleased with their quarters that they took up their abode there; and there they are, I dare say, at this very day.",joy
"When the seed came up, there was one plant bigger than all the rest; and it kept getting larger and larger, and seemed as if it would never cease growing; so that it might have been called the prince of turnips for there never was such a one seen before, and never will again.",surprise
"At last it was so big that it filled a cart, and two oxen could hardly draw it; and the gardener knew not what in the world to do with it, nor whether it would be a blessing or a curse to him.",surprise
"One day he said to himself, ""What shall I do with it? if I sell it, it will bring no more than another; and for eating, the little turnips are better than this; the best thing perhaps is to carry it and give it to the king as a mark of respect.""",anger
"""What a wonderful thing!"" said the king; ""I have seen many strange things, but such a monster as this I never saw.",joy
Where did you get the seed? or is it only your good luck?,surprise
"If so, you are a true child of fortune.""",surprise
"""Ah, no!"" answered the gardener, ""I am no child of fortune; I am a poor soldier, who never could get enough to live upon; so I laid aside my red coat, and set to work, tilling the ground.",sadness
"I have a brother, who is rich, and your majesty knows him well, and all the world knows him; but because I am poor, everybody forgets me.""",sadness
"The king then took pity on him, and said, ""You shall be poor no longer.",sadness
"I will give you so much that you shall be even richer than your brother.""",joy
"Then he gave him gold and lands and flocks, and made him so rich that his brother""s fortune could not at all be compared with his.",joy
"When the brother heard of all this, and how a turnip had made the gardener so rich, he envied him sorely, and bethought himself how he could contrive to get the same good fortune for himself.",anger
"However, he determined to manage more cleverly than his brother, and got together a rich present of gold and fine horses for the king; and thought he must have a much larger gift in return; for if his brother had received so much for only a turnip, what must his present be wroth?",anger
"The king took the gift very graciously, and said he knew not what to give in return more valuable and wonderful than the great turnip; so the soldier was forced to put it into a cart, and drag it home with him.",surprise
"When he reached home, he knew not upon whom to vent his rage and spite; and at length wicked thoughts came into his head, and he resolved to kill his brother.",anger
"So he hired some villains to murder him; and having shown them where to lie in ambush, he went to his brother, and said, ""Dear brother, I have found a hidden treasure; let us go and dig it up, and share it between us.""",anger
"The other had no suspicions of his roguery: so they went out together, and as they were travelling along, the murderers rushed out upon him, bound him, and were going to hang him on a tree.",surprise
"When the horseman came up, he proved to be a student, a merry fellow, who was journeying along on his nag, and singing as he went.",joy
"As soon as the man in the sack saw him passing under the tree, he cried out, ""Good morning! good morning to thee, my friend!""",surprise
"Then the man in the tree answered, ""Lift up thine eyes, for behold here I sit in the sack of wisdom; here have I, in a short time, learned great and wondrous things.",joy
"A little longer, and I shall know all that man can know, and shall come forth wiser than the wisest of mankind.",joy
"Here I discern the signs and motions of the heavens and the stars; the laws that control the winds; the number of the sands on the seashore; the healing of the sick; the virtues of all simples, of birds, and of precious stones.",joy
"Wert thou but once here, my friend, though wouldst feel and own the power of knowledge.",joy
"The student listened to all this and wondered much; at last he said, ""Blessed be the day and hour when I found you; cannot you contrive to let me into the sack for a little while?""",joy
"Then the other answered, as if very unwillingly, ""A little space I may allow thee to sit here, if thou wilt reward me well and entreat me kindly; but thou must tarry yet an hour below, till I have learnt some little matters that are yet unknown to me.""",joy
"So the student sat himself down and waited a while; but the time hung heavy upon him, and he begged earnestly that he might ascend forthwith, for his thirst for knowledge was great.",anger
"Then the other pretended to give way, and said, ""Thou must let the sack of wisdom descend, by untying yonder cord, and then thou shalt enter.""",anger
"So the student let him down, opened the sack, and set him free.",joy
"""Now then,"" cried he, ""let me ascend quickly.""",joy
"Then he pushed him in head first, tied up the sack, and soon swung up the searcher after wisdom dangling in the air.",surprise
"""How is it with thee, friend?"" said he, ""dost thou not feel that wisdom comes unto thee?",joy
"Rest there in peace, till thou art a wiser man than thou wert.""",anger
"So saying, he trotted off on the student""s nag, and left the poor fellow to gather wisdom till somebody should come and let him down.",anger
"He was well entertained, and in the evening was taken to the chamber next to the one where the princesses lay in their twelve beds.",joy
"""I hardly know where I am going, or what I had better do,"" said the soldier; ""but I think I should like very well to find out where it is that the princesses dance, and then in time I might be a king.""",sadness
"When the soldier heard all this good counsel, he determined to try his luck: so he went to the king, and said he was willing to undertake the task.",joy
"He was as well received as the others had been, and the king ordered fine royal robes to be given him; and when the evening came he was led to the outer chamber.",joy
"When the twelve princesses heard this they laughed heartily; and the eldest said, ""This fellow too might have done a wiser thing than lose his life in this way!""",joy
"Then they rose up and opened their drawers and boxes, and took out all their fine clothes, and dressed themselves at the glass, and skipped about as if they were eager to begin dancing.",joy
"""You simpleton,"" said the eldest, ""you are always afraid; have you forgotten how many kings"" sons have already watched in vain?",anger
"""You silly creature!"" said the eldest, ""it is nothing but a nail in the wall.""",anger
"As they were rowing over the lake, the prince who was in the boat with the youngest princess and the soldier said, ""I do not know why it is, but though I am rowing with all my might we do not get on so fast as usual, and I am quite tired: the boat seems very heavy today.""",surprise
"""It is only the heat of the weather,"" said the princess: ""I feel it very warm too.""",sadness
"In the morning the soldier said nothing about what had happened, but determined to see more of this strange adventure, and went again the second and third night; and every thing happened just as before; the princesses danced each time till their shoes were worn to pieces, and then returned home.",joy
"And when he was sitting beside her and very happy, news came that his father lay sick unto death, and desired to see him once again before his end.",sadness
"Then he said to his beloved: ""I must now go and leave you, I give you a ring as a remembrance of me.",sadness
"When I am king, I will return and fetch you.""",sadness
"The son was in such trouble that he did not think what he was doing, and said: ""Yes, dear father, your will shall be done,"" and thereupon the king shut his eyes, and died.",sadness
"When therefore the son had been proclaimed king, and the time of mourning was over, he was forced to keep the promise which he had given his father, and caused the king""s daughter to be asked in marriage, and she was promised to him.",sadness
"His first betrothed heard of this, and fretted so much about his faithfulness that she nearly died.",sadness
"Thereupon she took her leave of her father, and rode away with them, and rode to the court of her former betrothed, whom she loved so dearly.",sadness
"The king looked at her and did not know her, but as they were such handsome fellows, he said: ""Yes,"" and that he would willingly take them, and now they were the king""s twelve huntsmen.",joy
"It came to pass that one evening he said to the king: ""You think you have twelve huntsmen?""",anger
"The lion continued: ""You are mistaken, they are twelve girls.""",anger
"The king said: ""That cannot be true!",anger
"How will you prove that to me?""",anger
"Men have a firm step, and when they walk over peas none of them stir, but girls trip and skip, and drag their feet, and the peas roll about.""",anger
"The king was well pleased with the counsel, and caused the peas to be strewn.",joy
"Then they went away again, and the king said to the lion: ""You have lied to me, they walk just like men.""",surprise
"The lion said: ""They have been informed that they were going to be put to the test, and have assumed some strength.",anger
"The king liked the advice, and had the spinning-wheels placed in the ante-chamber.",joy
"Then the king again said to the lion: ""You have deceived me, they are men, for they have not looked at the spinning-wheels.""",surprise
"The king, however, would no longer believe the lion.",anger
"The twelve huntsmen always followed the king to the chase, and his liking for them continually increased.",joy
"When the true bride heard that, it hurt her so much that her heart was almost broken, and she fell fainting to the ground.",sadness
"Then he saw the ring which he had given to his first bride, and when he looked in her face he recognized her.",surprise
"Then his heart was so touched that he kissed her, and when she opened her eyes he said: ""You are mine, and I am yours, and no one in the world can alter that.""",joy
"Thereupon the wedding was celebrated, and the lion was again taken into favour, because, after all, he had told the truth.",joy
"One summer""s morning a little tailor was sitting on his table by the window; he was in good spirits, and sewed with all his might.",joy
"This rang pleasantly in the tailor""s ears; he stretched his delicate head out of the window, and called: ""Come up here, dear woman; here you will get rid of your goods.""",joy
"He inspected each one, lifted it up, put his nose to it, and at length said: ""The jam seems to me to be good, so weigh me out four ounces, dear woman, and if it is a quarter of a pound that is of no consequence.""",joy
"The woman who had hoped to find a good sale, gave him what he desired, but went away quite angry and grumbling.",anger
"""Now, this jam shall be blessed by God,"" cried the little tailor, ""and give me health and strength""; so he brought the bread out of the cupboard, cut himself a piece right across the loaf and spread the jam over it.",joy
"He laid the bread near him, sewed on, and in his joy, made bigger and bigger stitches.",joy
"In the meantime the smell of the sweet jam rose to where the flies were sitting in great numbers, and they were attracted and descended on it in hosts.",joy
"""Hi! who invited you?"" said the little tailor, and drove the unbidden guests away.",joy
"The little tailor at last lost all patience, and drew a piece of cloth from the hole under his work-table, and saying: ""Wait, and I will give it to you,"" struck it mercilessly on them.",anger
"""Are you a fellow of that sort?"" said he, and could not help admiring his own bravery.",joy
"""The whole town shall know of this!""",joy
"And the little tailor hastened to cut himself a girdle, stitched it, and embroidered on it in large letters: ""Seven at one stroke!""",joy
"""What, the town!"" he continued, ""the whole world shall hear of it!"" and his heart wagged with joy like a lamb""s tail.",joy
"The tailor put on the girdle, and resolved to go forth into the world, because he thought his workshop was too small for his valour.",joy
"Now he took to the road boldly, and as he was light and nimble, he felt no fatigue.",joy
"The road led him up a mountain, and when he had reached the highest point of it, there sat a powerful giant looking peacefully about him.",joy
"The little tailor went bravely up, spoke to him, and said: ""Good day, comrade, so you are sitting there overlooking the wide-spread world!",joy
"I am just on my way thither, and want to try my luck.",joy
"The giant looked contemptuously at the tailor, and said: ""You ragamuffin!",anger
"You miserable creature!""",anger
"""Oh, indeed?"" answered the little tailor, and unbuttoned his coat, and showed the giant the girdle, ""there may you read what kind of a man I am!""",surprise
"The giant read: ""Seven at one stroke,"" and thought that they had been men whom the tailor had killed, and began to feel a little respect for the tiny fellow.",surprise
"""Is that all?"" said the tailor, ""that is child""s play with us!"" and put his hand into his pocket, brought out the soft cheese, and pressed it until the liquid ran out of it.",joy
"""Faith,"" said he, ""that was a little better, wasn""t it?""",joy
"The giant did not know what to say, and could not believe it of the little man.",surprise
"""Now, little mite of a man, do that likewise,"" ""Well thrown,"" said the tailor, ""but after all the stone came down to earth again; I will throw you one which shall never come back at all,"" and he put his hand into his pocket, took out the bird, and threw it into the air.",joy
"The bird, delighted with its liberty, rose, flew away and did not come back.",joy
"The giant took the trunk on his shoulder, but the tailor seated himself on a branch, and the giant, who could not look round, had to carry away the whole tree, and the little tailor into the bargain: he behind, was quite merry and happy, and whistled the song: ""Three tailors rode forth from the gate,"" as if carrying the tree were child""s play.",joy
"The giant, after he had dragged the heavy burden part of the way, could go no further, and cried: ""Hark you, I shall have to let the tree fall!""",sadness
"The tailor sprang nimbly down, seized the tree with both arms as if he had been carrying it, and said to the giant: ""You are such a great fellow, and yet cannot even carry the tree!""",joy
"When he had fallen down again without injury, the giant said: ""What is this?",surprise
"Have you not strength enough to hold the weak twig?""",surprise
"When it was midnight, and the giant thought that the little tailor was lying in a sound sleep, he got up, took a great iron bar, cut through the bed with one blow, and thought he had finished off the grasshopper for good.",joy
"With the earliest dawn the giants went into the forest, and had quite forgotten the little tailor, when all at once he walked up to them quite merrily and boldly.",joy
"""Ah!"" said they, ""what does the great warrior want here in the midst of peace?",surprise
"They went and announced him to the king, and gave it as their opinion that if war should break out, this would be a weighty and useful man who ought on no account to be allowed to depart.",joy
"The counsel pleased the king, and he sent one of his courtiers to the little tailor to offer him military service when he awoke.",joy
"The soldiers, however, were set against the little tailor, and wished him a thousand miles away.",anger
"""What is to be the end of this?"" they said among themselves.",anger
"They came therefore to a decision, betook themselves in a body to the king, and begged for their dismissal.",sadness
"The king was sorry that for the sake of one he should lose all his faithful servants, wished that he had never set eyes on the tailor, and would willingly have been rid of him again.",anger
"""That would indeed be a fine thing for a man like me!"" thought the little tailor.",joy
"""One is not offered a beautiful princess and half a kingdom every day of one""s life!""",joy
"For a long time the giant felt nothing, but at last he awoke, pushed his comrade, and said: ""Why are you knocking me?""",anger
"""You must be dreaming,"" said the other, ""I am not knocking you.""",surprise
"""What is the meaning of this?"" cried the other ""Why are you pelting me?""",anger
"""I am not pelting you,"" answered the first, growling.",anger
"They disputed about it for a time, but as they were weary they let the matter rest, and their eyes closed once more.",anger
"""That is too bad!"" cried he, and sprang up like a madman, and pushed his companion against the tree until it shook.",anger
"The other paid him back in the same coin, and they got into such a rage that they tore up trees and belaboured each other so long, that at last they both fell down dead on the ground at the same time.",anger
"""It is a lucky thing,"" said he, ""that they did not tear up the tree on which I was sitting, or I should have had to sprint on to another like a squirrel; but we tailors are nimble.""",surprise
"""But are you not wounded?"" asked the horsemen.",surprise
"""You need not concern yourself about that,"" answered the tailor, ""they have not bent one hair of mine.""",joy
